Date,Close,High,Low,Open,Volume,MA_5,MA_20,RSI,ATR,MA_5_original,MA_20_original,RSI_original,Close_original
,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,
2020-01-30,-1.8162135013788319,78.19623972141919,76.9078086113338,77.33970079826872,0.6923169640877799,-1.8471035882750433,-1.8830333365277077,0.5194130912449313,-1.9496450998020054,76.87933044433593,75.28797416687011,63.879238928365375,78.14315795898438
2020-01-31,-1.9005541075686856,77.85602816826189,74.38402173692818,77.43378925544725,2.060983212029208,-1.8574804400025742,-1.8802997619745403,-0.3220373897396902,-1.7719842505646204,76.45467834472656,75.3984806060791,49.36884961817494,74.67838287353516
2020-02-03,-1.9055459957820517,75.63868882615688,72.919472204784,73.42133019707448,1.5762348799923842,-1.857822320539727,-1.8769484282210749,-0.6920856363357352,-1.6998688342637742,76.44068756103516,75.53396034240723,42.987554172982726,74.47331237792969
2020-02-04,-1.8456979380302707,77.12252801422878,75.67243689523981,76.0777843995069,0.877821507958554,-1.8564545000985748,-1.8712634695974144,-0.010591265688608072,-1.6110404310431923,76.49666290283203,75.7637783050537,54.739581005532315,76.93191528320312
2020-02-05,-1.8304264261516625,78.3579147679031,76.95608178413589,78.0587232496429,0.5435781386716437,-1.859862194073,-1.86438179478853,0.15637440228714808,-1.6116748692216367,76.35720977783203,76.04197425842285,57.618819770633806,77.55928039550781
2020-02-06,-1.808343556257004,78.4688763315637,77.27213272836197,77.82948747921107,0.29178707869909,-1.8582821384897952,-1.8578105188299592,0.1511723804915822,-1.6021240103962937,76.42187042236328,76.30762214660645,57.52911352747446,78.46646118164062
2020-02-07,-1.8343066121869267,78.21491934817361,76.90892029107607,77.96581213428415,0.522106417979718,-1.8449815724336291,-1.854480294161073,-0.1964962546838357,-1.5588971469528232,76.96616973876954,76.44224853515625,51.53374319809428,77.3998794555664
2020-02-10,-1.8253574653683144,77.76751708984375,75.90526089218041,75.98506881434587,0.36549888708075157,-1.8288820529035903,-1.8509042340556827,-0.03504815422572814,-1.4841034177949435,77.62501068115235,76.58681297302246,54.317834293147904,77.76751708984375
2020-02-11,-1.836779248805579,78.335848675863,77.08063640806871,78.26329603987216,0.08318747088491811,-1.8270914400738698,-1.8498870536072523,-0.17050693181243345,-1.4557289606689179,77.69828796386719,76.62793312072753,51.98191596796542,77.29830169677734
2020-02-12,-1.7920949870514673,79.13879892072599,77.74815014590597,77.74815014590597,0.4478234332688348,-1.819395604407297,-1.8453222164260656,0.06008487776523671,-1.3965393856637098,78.01322479248047,76.81246948242188,55.958355466577395,79.13396453857422
2020-02-13,-1.8058120473379076,78.8969591321478,78.20284507837152,78.40599987113015,0.09116139305997346,-1.8188873512060828,-1.841054453988163,-0.0013125821959154738,-1.4275966859571771,78.03402404785156,76.98499641418456,54.89958722432663,78.5704574584961
2020-02-14,-1.805341254651391,78.8389051991665,78.08190737748309,78.53900374750255,-0.18379237015812275,-1.8130719517102714,-1.8379266292992233,0.4566011946760316,-1.591448739327706,78.27200775146484,77.11144065856934,62.79607943993101,78.58979797363281
2020-02-18,-1.840369716264525,77.33219164665964,76.08906858845916,76.27045762281409,1.1768398317841215,-1.816085974105324,-1.8376200899105073,-0.1899300518116476,-1.576890365852132,78.14866485595704,77.12383270263672,51.646974056140316,77.15080261230469
2020-02-19,-1.8131708991763846,78.49791270322793,77.39264718918032,77.39264718918032,0.07681434552728669,-1.8113461056482498,-1.835287021784161,-0.2831413317739516,-1.649750595572496,78.34263458251954,77.21814842224121,50.039592527554674,78.26815032958984
2020-02-20,-1.8327163172067913,78.51726787221662,76.95974005365503,78.02872938009521,0.20048153628179738,-1.8195016846917555,-1.8342842694941217,-0.41354372943637646,-1.6359747634586563,78.00888366699219,77.25868530273438,47.79086892488954,77.4652099609375
2020-02-21,-1.8753991064628397,77.50147989029539,75.09504942814512,77.05888657687778,0.7451282281067374,-1.833472737804208,-1.835906819233127,-0.0656541902839088,-1.725225258740244,77.43714599609375,77.19309272766114,53.7900486319807,75.7117691040039
2020-02-24,-1.96294240294026,73.56653705998549,69.95085421270655,71.89292541072396,2.4857354830637073,-1.8651144545402776,-1.8417029190271832,-0.6870216422400637,-1.524536324653953,76.14227142333985,76.95878181457519,43.07488019804687,72.11542510986328
2020-02-25,-2.022403797822878,73.16747023858986,69.20109972929876,72.78534740458967,2.645033555092428,-1.9016615920929985,-1.847727019581903,-1.522946496408321,-1.437631449801296,74.64665222167969,76.71525382995605,28.659777536447393,69.6727066040039
2020-02-26,-1.9954991565199223,72.04285767425863,69.29058139298435,69.29783665601597,2.0321688693155777,-1.9382677915685953,-1.8549923003390738,-1.4098825829785362,-1.3501247173815527,73.14861602783203,76.42155036926269,30.60950772007044,70.77796936035156
2020-02-27,-2.108121681552459,69.16966734254164,66.01591540828939,67.98459409848462,4.334738477446523,-1.9935611610702386,-1.8699644823980333,-1.9693010704706608,-1.1148882573176202,70.88584442138672,75.81629066467285,20.96261794548728,66.15135192871094
2020-02-28,-2.109064195510673,67.33398929172064,62.00357127572758,62.218823012443536,6.324543952460501,-2.0404742999593557,-1.8848443110324165,-1.9073773087280437,-0.8659566995008757,68.96601715087891,75.21476440429687,22.030461996613653,66.11263275146484
2020-03-02,-1.959233076578209,72.90387904877242,67.16714840245746,68.26999310714803,4.725385509244075,-2.0397295753472324,-1.887825806452437,-0.8995755857529453,-0.5407456885993761,68.99649353027344,75.09423561096192,39.4094946055648,72.26780700683594
2020-03-03,-2.015103632567809,73.52298744003178,69.12127931863051,73.44317954987368,4.313507252051112,-2.0382639149530326,-1.8933924617263567,-1.049730653384626,-0.33314228979710225,69.05647277832031,74.86920013427735,36.820146167990515,69.97260284423828
2020-03-04,-1.9360968196547843,73.3778849017667,70.89406787161629,71.69459728745565,2.429053747866471,-2.0263376572007594,-1.8979856550984957,-0.8728239659997351,-0.22989897883801846,69.54453125,74.68351745605469,39.87081280083523,73.21826171875
2020-03-05,-1.9939092329738592,72.44675702043206,70.47808575850526,71.47209384482164,1.8352257679043376,-2.0034071266500995,-1.9062922638890045,-1.0078742767430078,-0.11053880945990069,70.48291778564453,74.34771766662598,37.54193828043087,70.8432846069336
